#mjd,i	flux,	err
53785.3	13.110	1.311
53785.3	13.160	1.316
53785.3	13.140	1.314
53785.3	13.140	1.314
53785.3	13.110	1.311
53785.3	13.110	1.311
53785.3	13.090	1.309
53785.3	13.060	1.306
53785.3	13.070	1.307
53785.3	13.130	1.313
53786.1	13.4	1.34
53786.1	13.13	1.313
53786.1	13.35	1.335
53786.1	13.01	1.301
53786.2	13.290	1.329
53786.2	13.140	1.314
53786.2	13.190	1.319
53786.2	13.070	1.307
53786.2	13.260	1.326
53786.2	13.180	1.318
53786.2	13.170	1.317
53786.2	13.13	1.313
53786.2	13.100	1.31
53786.2	13.662	1.3662
53786.2	13.060	1.306
53786.2	13.200	1.32
53786.2	13.41	1.341
53786.2	13.100	1.31
53786.2	12.994	1.2994
53786.2	13.200	1.32
53786.2	13.200	1.32
53786.2	12.595	1.2595
53786.2	13.150	1.315
53786.2	12.80	1.28
53786.2	13.230	1.323
53786.2	13.150	1.315
53786.2	13.140	1.314
53786.2	13.190	1.319
53786.2	13.130	1.313
53786.2	13.130	1.313
53786.2	13.642	1.3642
53786.2	13.180	1.318
53786.2	13.210	1.321
53786.2	13.130	1.313
53786.2	12.961	1.2961
53786.2	13.180	1.318
53786.2	13.160	1.316
53786.2	12.373	1.2373
53786.2	13.100	1.31
53786.2	13.160	1.316
53786.2	13.210	1.321
53786.2	13.140	1.314
53786.2	13.180	1.318
53786.2	13.120	1.312
53786.2	13.210	1.321
53786.2	13.210	1.321
53786.2	13.422	1.3422
53786.2	13.160	1.316
53786.2	13.160	1.316
53786.2	13.200	1.32
53786.2	12.838	1.2838
53786.2	13.180	1.318
53786.2	13.160	1.316
53786.2	12.341	1.2341
53786.2	13.130	1.313
53786.2	13.260	1.326
53786.2	13.190	1.319
53786.2	13.250	1.325
53786.2	13.100	1.31
53786.2	13.080	1.308
53786.2	13.190	1.319
53786.2	13.633	1.3633
53786.2	13.240	1.324
53786.3	13.110	1.311
53786.3	13.120	1.312
53786.3	12.980	1.298
53786.3	13.180	1.318
53786.3	13.200	1.32
53786.3	12.463	1.2463
53786.3	13.160	1.316
53786.3	13.170	1.317
53786.3	13.190	1.319
53786.3	13.190	1.319
53786.3	13.190	1.319
53786.3	13.130	1.313
53786.3	13.632	1.3632
53786.3	13.290	1.329
53786.3	13.190	1.319
53786.3	13.230	1.323
53786.3	13.028	1.3028
53786.3	13.120	1.312
53786.3	13.190	1.319
53786.3	12.610	1.261
53786.3	13.200	1.32
53786.3	13.130	1.313
53786.3	13.170	1.317
53786.3	13.260	1.326
53786.3	13.180	1.318
53786.3	13.130	1.313
53786.3	13.160	1.316
53786.3	13.597	1.3597
53786.3	13.110	1.311
53786.3	13.190	1.319
53786.3	12.961	1.2961
53786.3	13.200	1.32
53786.3	13.130	1.313
53786.3	12.482	1.2482
53786.3	13.190	1.319
53786.3	13.140	1.314
53786.3	13.170	1.317
53786.3	13.150	1.315
53786.3	13.150	1.315
53786.3	13.170	1.317
53786.3	13.240	1.324
53786.3	13.140	1.314
53786.3	13.220	1.322
53786.3	13.160	1.316
53786.3	13.140	1.314
53786.3	13.150	1.315
53786.3	13.140	1.314
53786.3	13.240	1.324
53786.3	13.180	1.318
53786.3	13.546	1.3546
53786.3	12.999	1.2999
53786.3	12.592	1.2592
53786.3	13.565	1.3565
53786.3	13.023	1.3023
53786.3	12.531	1.2531
53786.4	13.535	1.3535
53786.4	12.441	1.2441
53786.4	13.607	1.3607
53786.4	13.059	1.3059
53786.4	12.604	1.2604
53786.4	13.658	1.3658
53786.4	13.038	1.3038
53786.4	12.667	1.2667
53786.4	13.674	1.3674
53786.4	13.077	1.3077
53786.4	12.651	1.2651
53786.4	13.629	1.3629
53786.4	12.993	1.2993
53786.4	12.625	1.2625
53786.4	13.604	1.3604
53786.4	12.990	1.299
53786.4	12.598	1.2598
53786.5	13.569	1.3569
53786.5	12.994	1.2994
53786.5	12.585	1.2585
53786.5	13.502	1.3502
53786.5	12.883	1.2883
53786.5	12.466	1.2466
53786.5	13.394	1.3394
53786.5	12.768	1.2768
53786.5	12.209	1.2209
53787.2	13.371	1.3371
53787.2	12.876	1.2876
53787.2	12.525	1.2525
53787.2	13.516	1.3516
53787.2	12.956	1.2956
53787.2	12.455	1.2455
53787.2	13.486	1.3486
53787.2	12.974	1.2974
53787.2	12.652	1.2652
53787.2	13.541	1.3541
53787.3	12.896	1.2896
53787.3	12.572	1.2572
53787.3	13.550	1.355
53787.3	12.922	1.2922
53787.3	12.630	1.263
53787.3	13.735	1.3735
53787.3	13.032	1.3032
53787.3	12.711	1.2711
53787.3	13.612	1.3612
53787.3	12.948	1.2948
53787.3	12.562	1.2562
53787.3	13.562	1.3562
53787.4	13.625	1.3625
53787.4	12.960	1.296
53787.4	12.495	1.2495
53787.4	13.666	1.3666
53787.4	12.843	1.2843
53787.4	13.387	1.3387
53787.4	12.404	1.2404
53787.4	13.609	1.3609
53787.4	12.981	1.2981
53787.5	12.519	1.2519
53787.5	13.577	1.3577
53787.5	12.953	1.2953
53787.5	12.605	1.2605
53788.2	13.33	1.333
53788.2	12.99	1.299
53788.2	12.85	1.285
53788.3	13.13	1.313
53788.3	12.94	1.294
53788.3	13.20	1.32
53788.3	12.92	1.292
53788.3	13.10	1.31
53788.3	12.90	1.29
53788.3	13.17	1.317
53788.3	12.84	1.284
53788.3	13.17	1.317
53788.3	12.88	1.288
53788.3	12.89	1.289
53788.3	13.04	1.304
53788.3	12.89	1.289
53788.4	12.86	1.286
53788.4	13.07	1.307
53788.4	12.86	1.286
53788.4	13.15	1.315
53788.4	12.84	1.284
53788.4	12.91	1.291
53788.4	12.98	1.298
53789.1	13.32	1.332
53790	13.0	1.3
53790.2	13.2	1.32
53790.3	12.71	1.271
53791	12.9	1.29
53791.1	13.3	1.33
53791.2	13.599	1.3599
53791.2	13.06	1.306
53791.2	13.115	1.3115
53791.2	13.00	1.3
53791.2	12.700	1.27
53791.3	13.571	1.3571
53791.3	13.005	1.3005
53791.3	12.632	1.2632
53791.3	13.615	1.3615
53791.3	13.052	1.3052
53791.3	12.657	1.2657
53791.3	13.620	1.362
53791.3	13.025	1.3025
53791.3	12.629	1.2629
53791.3	13.621	1.3621
53791.3	13.005	1.3005
53791.3	12.623	1.2623
53791.3	12.990	1.299
53791.3	12.688	1.2688
53791.3	13.621	1.3621
53791.3	13.116	1.3116
53791.3	12.706	1.2706
53791.4	13.593	1.3593
53791.4	13.077	1.3077
53791.4	12.667	1.2667
53791.4	13.654	1.3654
53791.4	13.031	1.3031
53791.4	12.604	1.2604
53791.4	13.562	1.3562
53791.4	13.057	1.3057
53791.4	12.701	1.2701
53791.4	13.627	1.3627
53791.4	13.068	1.3068
53791.4	12.684	1.2684
53791.4	13.638	1.3638
53791.4	13.113	1.3113
53791.4	12.708	1.2708
53791.4	13.652	1.3652
53791.4	13.067	1.3067
53791.4	12.702	1.2702
53791.5	13.644	1.3644
53791.5	13.118	1.3118
53791.5	12.700	1.27
53791.5	13.668	1.3668
53791.5	13.074	1.3074
53791.5	12.677	1.2677
53791.5	13.648	1.3648
53791.5	13.051	1.3051
53791.5	12.688	1.2688
53792.2	12.762	1.2762
53792.2	13.408	1.3408
53792.2	12.796	1.2796
53792.2	13.441	1.3441
53792.2	12.560	1.256
53792.3	13.033	1.3033
53792.3	13.678	1.3678
53792.3	12.545	1.2545
53792.3	12.994	1.2994
53792.3	13.639	1.3639
53792.3	12.588	1.2588
53792.3	12.903	1.2903
53792.3	13.548	1.3548
53792.3	12.469	1.2469
53792.3	12.971	1.2971
53792.3	13.616	1.3616
53792.3	12.590	1.259
53792.3	13.065	1.3065
53792.3	13.710	1.371
53792.3	12.733	1.2733
53792.3	13.085	1.3085
53792.3	13.730	1.373
53792.3	12.610	1.261
53792.4	13.141	1.3141
53792.4	13.786	1.3786
53792.4	12.637	1.2637
53792.4	12.994	1.2994
53792.4	13.639	1.3639
53792.4	12.631	1.2631
53792.4	12.974	1.2974
53792.4	13.619	1.3619
53792.4	12.579	1.2579
53792.4	12.928	1.2928
53792.4	13.573	1.3573
53792.4	12.508	1.2508
53792.4	12.955	1.2955
53792.4	13.600	1.36
53792.4	12.508	1.2508
53792.4	12.899	1.2899
53792.4	13.544	1.3544
53792.4	12.329	1.2329
53792.5	12.396	1.2396
53793.2	13.531	1.3531
53793.2	13.002	1.3002
53793.2	12.534	1.2534
53793.2	13.483	1.3483
53793.2	13.09	1.309
53793.2	12.922	1.2922
53793.2	12.90	1.29
53793.2	12.547	1.2547
53793.2	13.718	1.3718
53793.2	12.900	1.29
53793.2	12.622	1.2622
53793.3	13.492	1.3492
53793.3	12.962	1.2962
53793.3	12.640	1.264
53793.3	13.603	1.3603
53793.3	13.055	1.3055
53793.3	12.537	1.2537
53793.3	13.548	1.3548
53793.3	12.970	1.297
53793.3	12.587	1.2587
53793.3	13.482	1.3482
53793.3	13.027	1.3027
53793.3	12.595	1.2595
53793.3	13.603	1.3603
53793.3	12.936	1.2936
53793.3	12.577	1.2577
53793.3	13.621	1.3621
53793.3	12.940	1.294
53793.3	12.496	1.2496
53793.3	13.556	1.3556
53793.3	12.900	1.29
53793.3	12.499	1.2499
53793.3	13.511	1.3511
53793.3	12.837	1.2837
53793.3	12.403	1.2403
53793.3	13.539	1.3539
53793.4	12.875	1.2875
53793.4	12.470	1.247
53793.4	13.479	1.3479
53793.4	12.969	1.2969
53793.4	12.554	1.2554
53793.4	13.545	1.3545
53793.4	12.959	1.2959
53793.4	12.601	1.2601
53793.4	13.557	1.3557
53793.4	13.019	1.3019
53793.4	12.617	1.2617
53793.4	13.591	1.3591
53793.4	12.940	1.294
53793.4	12.606	1.2606
53793.4	13.571	1.3571
53793.4	13.035	1.3035
53793.4	12.561	1.2561
53793.4	13.649	1.3649
53793.4	12.969	1.2969
53793.4	12.531	1.2531
53793.4	13.545	1.3545
53793.4	12.956	1.2956
53793.4	12.599	1.2599
53793.4	13.589	1.3589
53793.4	12.997	1.2997
53793.5	12.601	1.2601
53793.5	13.486	1.3486
53793.5	12.611	1.2611
53793.5	13.558	1.3558
53793.5	13.032	1.3032
53793.9	13.0	1.3
53794.1	12.258	1.2258
53794.1	13.236	1.3236
53794.1	12.198	1.2198
53794.1	13.092	1.3092
53794.1	12.116	1.2116
53794.2	12.158	1.2158
53794.2	12.368	1.2368
53794.2	12.178	1.2178
53794.2	13.595	1.3595
53794.2	12.838	1.2838
53794.2	12.472	1.2472
53794.2	12.232	1.2232
53794.2	13.510	1.351
53794.2	12.772	1.2772
53794.2	12.325	1.2325
53794.2	12.209	1.2209
53794.2	13.446	1.3446
53794.2	12.599	1.2599
53794.2	12.289	1.2289
53794.2	12.218	1.2218
53794.2	13.441	1.3441
53794.2	12.702	1.2702
53794.2	12.395	1.2395
53794.2	12.278	1.2278
53794.2	13.567	1.3567
53794.2	12.777	1.2777
53794.2	13.01	1.301
53794.2	12.287	1.2287
53794.2	12.233	1.2233
53794.2	12.74	1.274
53794.2	13.259	1.3259
53794.2	12.838	1.2838
53794.2	12.373	1.2373
53794.2	12.248	1.2248
53794.2	13.244	1.3244
53794.2	12.525	1.2525
53794.3	12.292	1.2292
53794.3	12.168	1.2168
53794.3	13.442	1.3442
53794.3	12.712	1.2712
53794.3	12.338	1.2338
53794.3	12.182	1.2182
53794.3	13.459	1.3459
53794.3	12.849	1.2849
53794.3	12.411	1.2411
53794.3	12.276	1.2276
53794.3	13.447	1.3447
53794.3	12.858	1.2858
53794.3	12.450	1.245
53794.3	12.161	1.2161
53794.3	13.513	1.3513
53794.3	12.792	1.2792
53794.3	12.383	1.2383
53794.3	12.220	1.222
53794.3	13.495	1.3495
53794.3	12.935	1.2935
53794.3	12.553	1.2553
53794.3	12.180	1.218
53794.3	13.522	1.3522
53794.3	12.933	1.2933
53794.3	12.579	1.2579
53794.3	12.396	1.2396
53794.3	13.603	1.3603
53794.3	13.027	1.3027
53794.3	12.597	1.2597
53794.3	12.238	1.2238
53794.3	13.574	1.3574
53794.3	12.938	1.2938
53794.3	12.270	1.227
53794.4	13.635	1.3635
53794.4	12.961	1.2961
53794.4	12.521	1.2521
53794.4	12.082	1.2082
53794.4	13.535	1.3535
53794.4	12.923	1.2923
53794.4	12.483	1.2483
53794.4	12.205	1.2205
53794.4	13.520	1.352
53794.4	12.882	1.2882
53794.4	12.521	1.2521
53794.4	12.280	1.228
53794.4	13.570	1.357
53794.4	12.985	1.2985
53794.4	12.401	1.2401
53794.4	12.305	1.2305
53794.4	13.521	1.3521
53794.4	12.959	1.2959
53794.4	12.449	1.2449
53794.4	12.282	1.2282
53794.4	13.506	1.3506
53794.4	12.700	1.27
53794.4	12.387	1.2387
53794.4	12.334	1.2334
53794.4	13.446	1.3446
53794.4	12.787	1.2787
53794.4	12.304	1.2304
53794.4	12.309	1.2309
53794.4	13.480	1.348
53794.4	12.691	1.2691
53794.4	12.323	1.2323
53794.4	12.306	1.2306
53794.4	13.508	1.3508
53794.4	12.754	1.2754
53794.5	12.337	1.2337
53794.5	12.219	1.2219
53794.5	13.447	1.3447
53794.5	12.762	1.2762
53794.5	12.356	1.2356
53794.5	12.249	1.2249
53794.5	13.294	1.3294
53794.5	12.818	1.2818
53794.5	12.382	1.2382
53794.5	12.262	1.2262
53794.5	13.396	1.3396
53794.5	12.780	1.278
53794.5	12.368	1.2368
53794.5	12.200	1.22
53794.5	13.582	1.3582
53794.5	12.718	1.2718
53794.5	12.483	1.2483
53794.5	12.235	1.2235
53794.5	13.452	1.3452
53794.5	12.499	1.2499
53794.5	12.273	1.2273
53794.5	13.673	1.3673
53794.9	13.85	1.385
53794.9	13.29	1.329
53795	13.6	1.36
53795.8	12.9	1.29
53796.1	13.15	1.315
53797.1	12.194	1.2194
53797.1	12.368	1.2368
53797.1	12.306	1.2306
53797.1	12.229	1.2229
53797.1	12.116	1.2116
53797.2	12.335	1.2335
53797.2	12.232	1.2232
53797.2	12.343	1.2343
53797.2	13.564	1.3564
53797.2	13.178	1.3178
53797.2	12.686	1.2686
53797.2	12.242	1.2242
53797.2	13.295	1.3295
53797.2	12.241	1.2241
53797.2	13.475	1.3475
53797.2	13.431	1.3431
53797.2	13.434	1.3434
53797.2	12.274	1.2274
53797.2	13.423	1.3423
53797.2	13.456	1.3456
53797.2	13.445	1.3445
53797.2	13.443	1.3443
53797.2	13.433	1.3433
53797.2	13.415	1.3415
53797.2	13.512	1.3512
53797.2	13.432	1.3432
53797.2	12.271	1.2271
53797.2	13.443	1.3443
53797.2	13.460	1.346
53797.2	13.477	1.3477
53797.2	13.328	1.3328
53797.2	13.445	1.3445
53797.2	13.452	1.3452
53797.2	13.470	1.347
53797.2	12.587	1.2587
53797.2	13.453	1.3453
53797.2	13.478	1.3478
53797.2	12.122	1.2122
53797.2	13.421	1.3421
53797.2	12.876	1.2876
53797.2	12.475	1.2475
53797.2	12.299	1.2299
53797.2	13.724	1.3724
53797.2	12.868	1.2868
53797.2	12.448	1.2448
53797.2	12.372	1.2372
53797.2	13.210	1.321
53797.2	12.410	1.241
53797.2	12.345	1.2345
53797.2	12.439	1.2439
53797.2	13.603	1.3603
53797.3	13.403	1.3403
53797.4	12.279	1.2279
53797.4	13.837	1.3837
53797.4	12.468	1.2468
53797.4	13.319	1.3319
53797.4	12.026	1.2026
53797.4	12.273	1.2273
53797.4	13.548	1.3548
53797.4	12.358	1.2358
53797.4	12.254	1.2254
53797.4	12.363	1.2363
53797.4	13.543	1.3543
53797.4	12.682	1.2682
53797.4	11.866	1.1866
53797.4	12.321	1.2321
53797.4	13.559	1.3559
53797.4	12.287	1.2287
53797.4	14.017	1.4017
53797.4	12.096	1.2096
53797.4	13.684	1.3684
53797.4	13.663	1.3663
53797.5	13.477	1.3477
53797.5	12.360	1.236
53797.5	12.750	1.275
53797.5	12.236	1.2236
53797.5	13.685	1.3685
53797.5	12.542	1.2542
53797.5	12.618	1.2618
53797.5	13.703	1.3703
53797.5	12.298	1.2298
53797.5	13.558	1.3558
53797.5	12.442	1.2442
53797.5	13.875	1.3875
53797.9	13.2	1.32
53798.1	13.6	1.36
53798.1	13.38	1.338
53799.1	12.536	1.2536
53799.1	13.474	1.3474
53799.1	12.861	1.2861
53799.1	12.393	1.2393
53799.2	12.252	1.2252
53799.2	13.009	1.3009
53799.2	12.139	1.2139
53799.2	12.363	1.2363
53799.2	12.348	1.2348
53799.2	13.361	1.3361
53799.2	12.570	1.257
53799.2	12.135	1.2135
53799.2	12.192	1.2192
53799.2	13.385	1.3385
53799.2	12.650	1.265
53799.2	12.266	1.2266
53799.2	12.265	1.2265
53799.2	13.548	1.3548
53799.2	12.948	1.2948
53799.2	12.505	1.2505
53799.2	12.187	1.2187
53799.2	13.593	1.3593
53799.2	13.02	1.302
53799.2	12.611	1.2611
53799.2	12.89	1.289
53799.2	12.330	1.233
53799.2	12.268	1.2268
53799.2	13.512	1.3512
53799.2	12.764	1.2764
53799.2	12.387	1.2387
53799.2	12.222	1.2222
53799.2	13.659	1.3659
53799.2	12.977	1.2977
53799.2	12.446	1.2446
53799.2	12.084	1.2084
53799.2	13.460	1.346
53799.3	12.778	1.2778
53799.3	12.534	1.2534
53799.3	12.423	1.2423
53799.3	13.521	1.3521
53799.3	12.940	1.294
53799.3	12.497	1.2497
53799.3	12.311	1.2311
53799.3	13.612	1.3612
53799.3	12.833	1.2833
53799.3	12.449	1.2449
53799.3	12.322	1.2322
53799.3	13.591	1.3591
53799.3	12.886	1.2886
53799.3	12.499	1.2499
53799.3	12.245	1.2245
53799.3	13.660	1.366
53799.3	12.777	1.2777
53799.3	12.311	1.2311
53799.3	12.221	1.2221
53799.3	13.476	1.3476
53799.3	12.770	1.277
53799.3	12.470	1.247
53799.3	12.222	1.2222
53799.3	13.5	1.35
53799.3	13.521	1.3521
53799.3	12.710	1.271
53799.3	12.503	1.2503
53799.3	12.282	1.2282
53799.3	13.474	1.3474
53799.3	12.501	1.2501
53799.3	12.281	1.2281
53799.3	13.458	1.3458
53799.3	12.819	1.2819
53799.4	12.381	1.2381
53799.4	12.317	1.2317
53799.4	13.544	1.3544
53799.4	12.942	1.2942
53799.4	12.604	1.2604
53799.4	12.332	1.2332
53799.4	13.649	1.3649
53799.4	13.059	1.3059
53799.4	12.644	1.2644
53799.4	12.204	1.2204
53799.4	13.692	1.3692
53799.4	13.095	1.3095
53799.4	12.630	1.263
53799.4	12.247	1.2247
53799.4	13.638	1.3638
53799.4	12.995	1.2995
53799.4	12.616	1.2616
53799.4	12.403	1.2403
53799.4	13.661	1.3661
53799.4	13.004	1.3004
53799.4	12.555	1.2555
53799.4	12.218	1.2218
53799.4	13.705	1.3705
53799.4	13.032	1.3032
53799.4	12.555	1.2555
53799.4	12.312	1.2312
53799.4	13.693	1.3693
53799.4	12.918	1.2918
53799.4	12.563	1.2563
53799.4	12.311	1.2311
53799.4	13.725	1.3725
53799.4	13.040	1.304
53799.4	12.598	1.2598
53799.4	12.361	1.2361
53799.4	13.713	1.3713
53799.5	13.093	1.3093
53799.5	12.622	1.2622
53799.5	12.248	1.2248
53799.5	13.650	1.365
53799.5	13.020	1.302
53799.5	12.330	1.233
53799.5	13.716	1.3716
53799.5	13.021	1.3021
53799.5	12.489	1.2489
53799.5	12.297	1.2297
53799.5	13.506	1.3506
53799.5	12.882	1.2882
53799.5	12.511	1.2511
53799.5	12.834	1.2834
53799.5	12.466	1.2466
53799.5	13.627	1.3627
53799.5	12.960	1.296
53799.5	12.326	1.2326
53799.5	13.583	1.3583
53799.5	12.775	1.2775
53799.9	13.2	1.32
53799.9	13.6	1.36
53800.1	13.222	1.3222
53800.1	13.424	1.3424
53800.2	13.503	1.3503
53800.2	13.333	1.3333
53800.2	13.688	1.3688
53800.2	13.672	1.3672
53800.2	13.739	1.3739
53800.2	13.570	1.357
53800.2	13.593	1.3593
53800.3	13.546	1.3546
53800.3	13.543	1.3543
53800.3	13.646	1.3646
53800.3	13.505	1.3505
53800.5	13.623	1.3623
53800.8	12.9	1.29
53800.9	13.3	1.33
53801	13.2	1.32
53801.1	13.4	1.34
53802.2	13.10	1.31
53802.2	12.96	1.296
53802.3	13.38	1.338
53804.1	13.287	1.3287
53804.2	13.292	1.3292
53804.2	13.288	1.3288
53804.2	13.278	1.3278
53804.2	13.269	1.3269
53804.9	13.2	1.32
53806	13.1	1.31
53806.2	13.280	1.328
53808.2	13.16	1.316
53810.1	13.246	1.3246
53810.1	12.767	1.2767
53810.1	12.547	1.2547
53810.1	12.221	1.2221
53810.1	13.570	1.357
53810.1	13.153	1.3153
53810.1	12.684	1.2684
53810.1	12.280	1.228
53810.1	13.608	1.3608
53810.1	13.179	1.3179
53810.1	12.512	1.2512
53810.1	12.096	1.2096
53810.1	13.459	1.3459
53810.1	12.686	1.2686
53810.1	12.332	1.2332
53810.1	12.264	1.2264
53810.1	13.126	1.3126
53810.1	12.916	1.2916
53810.2	12.396	1.2396
53810.2	12.139	1.2139
53810.2	13.522	1.3522
53810.2	12.891	1.2891
53810.2	12.427	1.2427
53810.2	12.195	1.2195
53810.2	13.164	1.3164
53810.2	12.658	1.2658
53810.2	12.160	1.216
53810.2	12.515	1.2515
53810.2	12.056	1.2056
53810.2	12.038	1.2038
53810.2	13.322	1.3322
53810.2	12.234	1.2234
53810.2	12.103	1.2103
53810.2	12.534	1.2534
53810.2	12.405	1.2405
53810.2	12.251	1.2251
53810.2	13.029	1.3029
53810.2	12.948	1.2948
53810.2	12.673	1.2673
53810.2	12.068	1.2068
53810.2	13.215	1.3215
53810.2	12.887	1.2887
53810.2	12.595	1.2595
53810.2	12.199	1.2199
53810.2	13.785	1.3785
53810.2	13.154	1.3154
53810.2	12.546	1.2546
53810.2	12.266	1.2266
53810.3	13.673	1.3673
53810.3	12.793	1.2793
53810.3	12.483	1.2483
53810.3	12.081	1.2081
53810.3	13.427	1.3427
53810.3	12.967	1.2967
53810.3	12.506	1.2506
53810.3	12.181	1.2181
53810.3	13.590	1.359
53810.3	13.002	1.3002
53810.3	12.603	1.2603
53810.3	12.242	1.2242
53810.3	13.572	1.3572
53810.3	12.993	1.2993
53810.3	12.625	1.2625
53810.3	12.231	1.2231
53810.3	13.684	1.3684
53810.3	12.929	1.2929
53810.3	12.493	1.2493
53810.3	12.175	1.2175
53810.3	13.537	1.3537
53810.3	12.834	1.2834
53810.3	12.339	1.2339
53810.3	12.206	1.2206
53810.3	12.771	1.2771
53810.3	12.266	1.2266
53810.3	12.217	1.2217
53810.3	13.013	1.3013
53810.3	12.544	1.2544
53810.3	12.272	1.2272
53810.3	13.555	1.3555
53810.4	12.857	1.2857
53810.4	12.416	1.2416
53810.4	12.246	1.2246
53810.4	13.571	1.3571
53810.4	12.915	1.2915
53810.4	12.515	1.2515
53810.4	12.359	1.2359
53810.4	13.548	1.3548
53810.4	12.802	1.2802
53810.4	12.515	1.2515
53810.4	12.440	1.244
53810.4	13.124	1.3124
53810.4	12.743	1.2743
53810.4	12.497	1.2497
53810.4	12.117	1.2117
53810.4	13.597	1.3597
53810.4	12.914	1.2914
53810.4	12.513	1.2513
53810.4	12.269	1.2269
53810.4	13.480	1.348
53810.4	13.075	1.3075
53810.4	12.461	1.2461
53810.4	12.280	1.228
53810.4	13.244	1.3244
53810.4	12.894	1.2894
53810.4	12.509	1.2509
53810.4	12.247	1.2247
53810.4	13.487	1.3487
53810.4	13.012	1.3012
53810.4	12.411	1.2411
53810.4	12.255	1.2255
53810.4	13.334	1.3334
53810.4	12.804	1.2804
53810.4	12.572	1.2572
53810.5	12.151	1.2151
53810.5	13.900	1.39
53810.5	12.378	1.2378
53810.5	12.249	1.2249
53810.5	12.304	1.2304
53810.5	13.613	1.3613
53810.5	12.391	1.2391
53810.5	13.448	1.3448
53810.5	12.308	1.2308
53810.5	13.825	1.3825
53810.5	12.281	1.2281
53812.1	13.4	1.34
53812.1	13.4	1.34
53812.2	13.03	1.303
53812.2	12.74	1.274
53813.1	13.29	1.329
53813.3	13.5	1.35
53813.8	13.5	1.35
53814.4	13.39	1.339
53814.9	13.2	1.32
53815.2	12.615	1.2615
53815.2	12.864	1.2864
53815.2	12.804	1.2804
53815.2	13.917	1.3917
53815.2	13.564	1.3564
53815.2	12.315	1.2315
53815.2	12.264	1.2264
53815.2	12.306	1.2306
53815.2	13.628	1.3628
53815.2	12.653	1.2653
53815.2	12.214	1.2214
53815.2	13.433	1.3433
53815.2	12.584	1.2584
53815.3	12.153	1.2153
53815.3	12.346	1.2346
53815.3	13.622	1.3622
53815.3	12.490	1.249
53815.3	12.439	1.2439
53815.3	12.339	1.2339
53815.3	13.679	1.3679
53815.3	12.871	1.2871
53815.3	12.472	1.2472
53815.3	12.462	1.2462
53815.3	13.505	1.3505
53815.3	12.215	1.2215
53815.3	12.253	1.2253
53815.3	13.089	1.3089
53815.3	12.605	1.2605
53815.3	13.683	1.3683
53815.3	12.969	1.2969
53815.3	12.512	1.2512
53815.3	12.420	1.242
53815.3	13.575	1.3575
53815.3	12.513	1.2513
53815.3	12.225	1.2225
53815.3	13.509	1.3509
53815.3	12.380	1.238
53815.3	12.313	1.2313
53815.3	12.264	1.2264
53815.3	13.391	1.3391
53815.3	12.195	1.2195
53815.4	12.287	1.2287
53815.4	12.235	1.2235
53815.4	12.253	1.2253
53815.4	13.433	1.3433
53815.4	12.236	1.2236
53815.4	12.311	1.2311
53815.4	13.586	1.3586
53815.4	12.613	1.2613
53815.4	12.565	1.2565
53815.4	12.254	1.2254
53815.4	13.418	1.3418
53815.4	12.702	1.2702
53815.4	12.291	1.2291
53815.4	13.420	1.342
53815.4	12.837	1.2837
53815.4	12.381	1.2381
53815.4	12.329	1.2329
53815.4	13.571	1.3571
53815.4	12.692	1.2692
53815.4	12.431	1.2431
53815.4	12.197	1.2197
53815.4	12.222	1.2222
53815.4	12.360	1.236
53815.4	13.449	1.3449
53815.4	12.867	1.2867
53815.4	12.349	1.2349
53815.4	12.266	1.2266
53815.4	13.644	1.3644
53815.4	12.718	1.2718
53815.5	12.490	1.249
53815.5	12.415	1.2415
53815.5	13.503	1.3503
53815.5	12.966	1.2966
53815.5	12.426	1.2426
53815.5	12.347	1.2347
53815.5	13.700	1.37
53815.5	13.014	1.3014
53815.5	12.521	1.2521
53815.5	12.226	1.2226
53815.5	13.735	1.3735
53815.5	12.818	1.2818
53815.5	12.376	1.2376
53815.5	12.405	1.2405
53815.9	13.3	1.33
53816.1	13.659	1.3659
53816.1	13.185	1.3185
53816.1	12.735	1.2735
53816.1	12.180	1.218
53816.1	13.615	1.3615
53816.1	12.937	1.2937
53816.1	12.308	1.2308
53816.1	12.264	1.2264
53816.1	12.414	1.2414
53816.1	12.172	1.2172
53816.1	12.999	1.2999
53816.1	12.476	1.2476
53816.1	12.145	1.2145
53816.2	12.500	1.25
53816.2	12.404	1.2404
53816.2	13.585	1.3585
53816.2	13.054	1.3054
53816.2	12.762	1.2762
53816.2	12.290	1.229
53816.2	13.821	1.3821
53816.2	13.172	1.3172
53816.2	12.822	1.2822
53816.2	12.273	1.2273
53816.2	13.763	1.3763
53816.2	12.970	1.297
53816.2	12.599	1.2599
53816.2	12.144	1.2144
53816.2	13.392	1.3392
53816.2	12.883	1.2883
53816.2	12.590	1.259
53816.2	12.234	1.2234
53816.2	13.491	1.3491
53816.2	13.123	1.3123
53816.2	12.732	1.2732
53816.2	12.132	1.2132
53816.2	13.709	1.3709
53816.2	13.134	1.3134
53816.2	12.760	1.276
53816.2	12.235	1.2235
53816.2	13.715	1.3715
53816.2	13.053	1.3053
53816.2	12.620	1.262
53816.2	12.114	1.2114
53816.2	13.596	1.3596
53816.2	12.986	1.2986
53816.3	12.577	1.2577
53816.3	12.249	1.2249
53816.3	13.565	1.3565
53816.3	13.106	1.3106
53816.3	12.651	1.2651
