#mjd,i	flux,	err
56447.9	12.3	1.23
56447.9	12.4	1.24
56448.9	12.4	1.24
56448.9	12.2	1.22
56449	12.3	1.23
56449.9	12.2	1.22
56449.9	12.3	1.23
56454.8	12.3	1.23
56454.9	12.3	1.23
56455.8	12.4	1.24
56455.9	12.3	1.23
56455.9	12.2	1.22
56456.9	12.3	1.23
56456.9	12.3	1.23
56457.9	12.3	1.23
56460.9	12.3	1.23
56460.9	12.3	1.23
56472.8	13.1	1.31
56472.9	12.5	1.25
56472.9	12.5	1.25
56473.8	12.4	1.24
56474.8	12.1	1.21
56474.9	12.5	1.25
56475.9	12.4	1.24
56476.9	12.4	1.24
56477	12.3	1.23
56481.8	12.7	1.27
56482	12.35	1.235
56483.9	12.36	1.236
56484.9	12.4	1.24
56485.9	12.303	1.2303
56485.9	12.685	1.2685
56485.9	11.513	1.1513
56488.9	12.49	1.249
56504.9	12.51	1.251
56519.9	12.41	1.241
56532.8	12.36	1.236
56538.9	12.61	1.261
56567.2	12.45	1.245
56568.2	12.3	1.23
56584.1	12.5	1.25
56589.2	12.5	1.25
56594	12.7	1.27
56595.2	12.5	1.25
56596.1	12.57	1.257
56598.1	12.1	1.21
56602.2	12.4	1.24
56608.1	12.4	1.24
56624.4	12.875	1.2875
56629.1	12.69	1.269
56629.2	12.5	1.25
56632.4	12.626	1.2626
56635.2	12.6	1.26
56639.5	12.59	1.259
56642.2	12.6	1.26
56642.4	12.56	1.256
56647.2	12.6	1.26
56647.5	12.62	1.262
56648.5	12.65	1.265
56653.2	12.5	1.25
56655.2	12.4	1.24
56661.9	12.4	1.24
56665.2	12.7	1.27
56665.9	12.3	1.23
56667.8	12.8	1.28
56668.9	12.8	1.28
56669.9	12.8	1.28
56670.2	13.01	1.301
56674.5	13.017	1.3017
56677.2	12.9	1.29
56688.9	12.6	1.26
56690.9	12.9	1.29
56691.9	12.6	1.26
56692.1	12.87	1.287
56692.9	12.6	1.26
56693.9	12.5	1.25
56695.9	12.5	1.25
56697.9	12.6	1.26
56699.1	12.810	1.281
56702.5	12.91	1.291
56704.2	12.8	1.28
56704.9	12.85	1.285
56704.9	12.9	1.29
56705.4	12.922	1.2922
56705.8	12.6	1.26
56706.9	12.9	1.29
56707.9	12.7	1.27
56707.9	12.9	1.29
56708	12.921	1.2921
56708	12.573	1.2573
56709.2	12.911	1.2911
56711	12.9	1.29
56711.9	12.6	1.26
56711.9	12.9	1.29
56712	12.69	1.269
56714.2	12.9	1.29
56714.9	12.9	1.29
56715.9	12.76	1.276
56716.9	12.7	1.27
56717.2	12.688	1.2688
56718.8	12.57	1.257
56719.9	12.7	1.27
56719.9	12.6	1.26
56721	12.5	1.25
56721.8	12.6	1.26
56722.8	12.8	1.28
56723.9	12.6	1.26
56725	12.6	1.26
56725	12.80	1.28
56725.8	12.6	1.26
56726.2	12.756	1.2756
56726.3	12.770	1.277
56726.9	12.8	1.28
56727.9	12.6	1.26
56729.8	12.7	1.27
56729.9	12.6	1.26
56733.2	12.6	1.26
56733.8	12.6	1.26
56735	12.7	1.27
56736.9	12.6	1.26
56736.9	12.5	1.25
56737.9	12.6	1.26
56737.9	12.5	1.25
56738	12.6	1.26
56738.9	12.9	1.29
56739	12.6	1.26
56739.9	12.5	1.25
56740.9	12.5	1.25
56742.3	12.62	1.262
56742.9	12.4	1.24
56743.8	12.6	1.26
56743.8	12.9	1.29
56744.8	12.9	1.29
56744.8	12.6	1.26
56744.9	12.73	1.273
56746.8	13.2	1.32
56747.8	12.6	1.26
56750.2	12.73	1.273
56753.2	12.632	1.2632
56753.9	12.7	1.27
56754.2	12.465	1.2465
56754.8	12.5	1.25
56754.9	12.4	1.24
56755.1	12.355	1.2355
56756.1	12.5	1.25
56756.1	12.468	1.2468
56757.1	12.5	1.25
56758.1	12.380	1.238
56760.1	12.51	1.251
56760.8	12.4	1.24
56761.2	12.385	1.2385
56761.9	12.4	1.24
56762.2	12.313	1.2313
56764.1	12.522	1.2522
56764.8	12.4	1.24
56764.9	12.7	1.27
56765	12.5	1.25
56765.2	12.365	1.2365
56765.8	12.5	1.25
56765.9	12.7	1.27
56766	12.6	1.26
56766.8	13.6	1.36
56766.8	12.6	1.26
56767.8	12.6	1.26
56768.1	12.465	1.2465
56769.1	12.534	1.2534
56769.8	12.6	1.26
56769.8	12.5	1.25
56770.1	12.581	1.2581
56771.2	12.549	1.2549
56771.8	12.5	1.25
56771.8	12.62	1.262
56772.1	12.501	1.2501
56773	12.610	1.261
56773.8	12.5	1.25
56773.9	12.6	1.26
56773.9	12.6	1.26
56774.2	12.57	1.257
56774.9	12.0	1.2
56775.3	12.610	1.261
56775.8	12.5	1.25
56776.3	12.554	1.2554
56777.1	12.631	1.2631
56777.1	12.654	1.2654
56777.2	12.3	1.23
56778.2	12.720	1.272
56780	12.5	1.25
56780.9	12.6	1.26
56781.9	12.7	1.27
56784.1	12.892	1.2892
56785.1	12.873	1.2873
56785.1	13.296	1.3296
56788.9	12.6	1.26
56788.9	12.583	1.2583
56788.9	12.838	1.2838
56789.9	12.5	1.25
56790.9	12.6	1.26
56791.9	12.6	1.26
56792.9	12.573	1.2573
56792.9	12.934	1.2934
56793.9	12.7	1.27
56793.9	12.8	1.28
56794.9	13.1	1.31
56794.9	12.9	1.29
56794.9	12.8	1.28
56795	12.93	1.293
56795	13.043	1.3043
56795	13.04	1.304
56795.1	12.954	1.2954
56796.8	13.4	1.34
56796.9	12.5	1.25
56797.9	12.7	1.27
56797.9	12.6	1.26
56797.9	13.1	1.31
56798.9	12.7	1.27
56798.9	12.9	1.29
56800.9	12.7	1.27
56800.9	12.7	1.27
56800.9	12.80	1.28
56803	12.9	1.29
56803.8	13.5	1.35
56804.9	12.9	1.29
56807.9	12.6	1.26
56809	13.0	1.3
56809.9	12.743	1.2743
56809.9	13.081	1.3081
56811.9	12.6	1.26
56812.2	13.2	1.32
56812.8	13.5	1.35
56812.9	12.7	1.27
56812.9	12.7	1.27
56814.9	12.8	1.28
56815.9	13.03	1.303
56815.9	13.0	1.3
56816.8	13.1	1.31
56820	13.0	1.3
56823	13.05	1.305
56824.9	12.9	1.29
56825.1	13.17	1.317
56826	12.9	1.29
56826.8	13.3	1.33
56826.9	13.1	1.31
56831.9	13.0	1.3
56835.8	13.5	1.35
56838	13.1	1.31
56841.8	13.5	1.35
56841.8	13.1	1.31
56841.9	13.06	1.306
56842.9	12.7	1.27
56844.9	13.2	1.32
56851.9	13.1	1.31
56855.9	12.98	1.298
56859.9	13.2	1.32
56869.9	12.92	1.292
56934.2	12.48	1.248
56942.4	12.52	1.252
56948.2	12.4	1.24
56949.2	12.11	1.211
56950.1	12.4	1.24
56951.1	12.3	1.23
56954.4	12.17	1.217
56956.2	12.4	1.24
56957.2	12.4	1.24
56958.4	12.19	1.219
56960.2	12.3	1.23
56962.2	12.3	1.23
56963.2	12.37	1.237
56965.4	12.60	1.26
56967.4	12.63	1.263
56978	12.3	1.23
56980.3	12.67	1.267
56982.2	12.5	1.25
56984.2	12.42	1.242
56986.1	12.5	1.25
56988.5	12.37	1.237
56989.1	12.3	1.23
56989.2	12.4	1.24
56992.4	12.48	1.248
57004.3	12.57	1.257
57007.2	12.5	1.25
57009.3	12.70	1.27
57011.2	12.6	1.26
57012.2	12.5	1.25
57013.2	12.5	1.25
57014.2	12.5	1.25
57016	12.6	1.26
57017.2	12.6	1.26
57017.4	12.51	1.251
57017.9	12.4	1.24
57020	12.5	1.25
57020.2	12.5	1.25
57020.4	12.58	1.258
57021.2	12.5	1.25
57022.2	12.5	1.25
57024.2	12.6	1.26
57026.2	12.58	1.258
57027.2	12.5	1.25
57029.2	12.71	1.271
57034.1	12.7	1.27
57034.9	13.031	1.3031
57035	12.666	1.2666
57035.9	12.6	1.26
57036.2	12.8	1.28
57039.4	12.99	1.299
57039.9	12.5	1.25
57041.2	12.96	1.296
57041.2	12.9	1.29
57042.9	12.8	1.28
57044.2	12.95	1.295
57047.5	12.90	1.29
57047.9	12.9	1.29
57048.1	12.9	1.29
57049	12.7	1.27
57050.9	12.6	1.26
57051.2	12.72	1.272
57055.9	12.6	1.26
57057.1	12.90	1.29
57060	12.8	1.28
57060.3	13.10	1.31
57060.8	12.7	1.27
57062.2	12.9	1.29
57063.2	12.9	1.29
57064.2	13.0	1.3
57065.1	13.06	1.306
57065.2	13.09	1.309
57065.9	12.7	1.27
57066	12.91	1.291
57067.9	13.5	1.35
57067.9	12.8	1.28
57068	12.7	1.27
57069.2	13.08	1.308
57070	12.9	1.29
57071.2	12.9	1.29
57072.1	12.8	1.28
57072.1	12.9	1.29
57072.2	13.086	1.3086
57073	12.8	1.28
57073.8	12.7	1.27
57074.9	12.8	1.28
57075	12.9	1.29
57075.9	12.5	1.25
57077.9	12.8	1.28
57080.1	12.8	1.28
57080.8	12.9	1.29
57083.1	13.04	1.304
57085.2	12.8	1.28
57086.1	12.9	1.29
57087.1	12.9	1.29
57087.9	12.8	1.28
57087.9	13.1	1.31
57088.2	12.9	1.29
57088.9	12.9	1.29
57089	13.0	1.3
57089.1	12.9	1.29
57089.8	12.7	1.27
57089.9	12.8	1.28
57089.9	12.9	1.29
57090.2	12.98	1.298
57091	12.9	1.29
57091.9	13.0	1.3
57091.9	12.8	1.28
57092	12.9	1.29
57092.9	12.985	1.2985
57093	12.87	1.287
57093.8	12.9	1.29
57094.1	12.800	1.28
57095	12.9	1.29
57095.8	12.8	1.28
57095.9	13.039	1.3039
57096	12.764	1.2764
57096.9	12.9	1.29
57097.9	12.985	1.2985
57098.1	12.9	1.29
57098.9	12.6	1.26
57099	13.0	1.3
57100.8	12.9	1.29
57102.1	12.88	1.288
57104	13.0	1.3
57104.8	12.6	1.26
57105.9	12.7	1.27
57106	12.9	1.29
57106.8	12.8	1.28
57108.8	12.8	1.28
57111.1	12.8	1.28
57111.8	12.6	1.26
57112.3	12.76	1.276
57113.9	12.8	1.28
57113.9	12.771	1.2771
57113.9	12.469	1.2469
57114.9	12.7	1.27
57114.9	12.8	1.28
57116.8	12.8	1.28
57116.9	12.661	1.2661
57116.9	12.8	1.28
57117.9	12.8	1.28
57117.9	12.7	1.27
57118.9	12.8	1.28
57119.8	12.8	1.28
57119.9	12.8	1.28
57121	12.721	1.2721
57121.9	12.70	1.27
57122.8	12.7	1.27
57123.8	12.7	1.27
57123.9	12.8	1.28
57124.9	12.8	1.28
57125.9	12.8	1.28
57126	12.8	1.28
57126.2	12.88	1.288
57126.8	12.6	1.26
57126.9	12.8	1.28
57126.9	12.865	1.2865
57126.9	12.8	1.28
57129.9	12.9	1.29
57129.9	12.9	1.29
57130.8	12.7	1.27
57130.9	13.0	1.3
57130.9	12.8	1.28
57130.9	13.0	1.3
57131.9	13.0	1.3
57131.9	12.639	1.2639
57131.9	12.917	1.2917
57132	12.9	1.29
57132.9	12.9	1.29
57132.9	12.9	1.29
57132.9	12.9	1.29
57133.9	13.0	1.3
57134.9	12.9	1.29
57135.7	13.0	1.3
57136.1	12.73	1.273
57136.9	12.7	1.27
57138.9	12.8	1.28
57139.9	12.9	1.29
57141.9	12.387	1.2387
57142	12.9	1.29
57143.9	12.9	1.29
57144.1	12.42	1.242
57147.9	12.673	1.2673
57147.9	12.9	1.29
57149	12.8	1.28
57149.9	12.8	1.28
57150.8	13.2	1.32
57150.8	12.7	1.27
57150.8	12.5	1.25
57151.9	12.665	1.2665
57151.9	12.9	1.29
57152.9	12.8	1.28
57153.8	12.8	1.28
57154.9	12.8	1.28
57154.9	12.9	1.29
57155	12.8	1.28
57155.9	12.9	1.29
57156.2	12.78	1.278
57157.9	12.73	1.273
57158.9	12.7	1.27
57158.9	13.0	1.3
57158.9	12.9	1.29
57158.9	12.8	1.28
57159.9	12.8	1.28
57159.9	12.9	1.29
57160.8	12.8	1.28
57162	12.8	1.28
57162.9	12.6	1.26
57162.9	12.7	1.27
57163.9	12.8	1.28
57164.1	12.77	1.277
57164.9	12.6	1.26
57164.9	12.8	1.28
57164.9	12.8	1.28
57165.9	12.641	1.2641
57165.9	12.889	1.2889
57166.9	12.8	1.28
57168.9	12.6	1.26
57168.9	12.7	1.27
57169	12.7	1.27
57169.9	12.786	1.2786
57169.9	12.8	1.28
57170.9	12.6	1.26
57170.9	12.8	1.28
57172	12.8	1.28
57177	13.0	1.3
57177.9	12.72	1.272
57178.9	12.6	1.26
57179	12.8	1.28
57179.9	12.6	1.26
57180	12.9	1.29
57180	12.85	1.285
57180.9	12.6	1.26
57180.9	12.9	1.29
57181	12.9	1.29
57182	12.8	1.28
57183	12.9	1.29
57183.8	13.3	1.33
57183.9	12.7	1.27
57184	12.8	1.28
57186.9	12.6	1.26
57187.9	12.8	1.28
57188	12.5	1.25
57188.9	12.8	1.28
57189.9	12.338	1.2338
57189.9	12.8	1.28
57190.9	12.8	1.28
57191.9	12.8	1.28
57192	12.6	1.26
57193.9	12.7	1.27
57194	12.6	1.26
57194.9	12.6	1.26
57194.9	12.5	1.25
57194.9	12.7	1.27
57197	12.6	1.26
57202	12.8	1.28
57208.9	12.7	1.27
57209.9	12.4	1.24
57210.9	12.3	1.23
57211.9	12.3	1.23
57212.9	12.3	1.23
57213.9	12.6	1.26
57215.9	12.3	1.23
57219.9	12.23	1.223
57222.9	12.5	1.25
57239.9	12.5	1.25
57243.9	12.5	1.25
57245.9	12.5	1.25
57247.9	12.5	1.25
57252.8	12.4	1.24
57306.1	12.3	1.23
57308.2	12.4	1.24
57310.4	12.56	1.256
57318.1	12.4	1.24
57319.1	12.4	1.24
57319.4	12.60	1.26
57322.2	12.4	1.24
57330.4	12.66	1.266
57331.2	12.4	1.24
57339.4	12.87	1.287
57340.2	12.5	1.25
57342.2	12.6	1.26
57347.1	12.5	1.25
57360.1	12.5	1.25
57365.2	12.6	1.26
57366.2	12.7	1.27
57367.1	12.8	1.28
57368.1	12.8	1.28
57368.4	12.944	1.2944
57369.2	12.8	1.28
57376.2	13.0	1.3
57376.3	13.069	1.3069
57379.2	12.8	1.28
57385.2	12.8	1.28
57386.2	12.89	1.289
57388	12.8	1.28
57395.2	12.8	1.28
57399.2	12.833	1.2833
57400.9	12.8	1.28
57403.2	12.8	1.28
57405.5	12.78	1.278
57408.9	12.6	1.26
57411.2	12.602	1.2602
57420.1	12.699	1.2699
57423	12.8	1.28
57424.9	12.5	1.25
57425.1	12.9	1.29
57426.4	12.655	1.2655
57429	12.6	1.26
57429.9	12.4	1.24
57429.9	12.4	1.24
57433.9	12.7	1.27
57434	12.6	1.26
57435.3	12.556	1.2556
57438.2	12.492	1.2492
57442	12.5	1.25
57443.8	12.4	1.24
57445.1	12.504	1.2504
57445.8	12.3	1.23
57447	12.4	1.24
57447.9	12.5	1.25
57448.1	12.624	1.2624
57449.8	12.7	1.27
57449.9	12.5	1.25
57450.1	12.5	1.25
57451.7	13.6	1.36
57453.3	12.680	1.268
57454.9	12.6	1.26
57455	12.6	1.26
57455.8	12.7	1.27
57456.9	12.8	1.28
57457.8	12.7	1.27
57457.9	12.6	1.26
57459	12.5	1.25
57459.8	12.7	1.27
57460.1	12.5	1.25
57460.9	12.5	1.25
57460.9	12.5	1.25
57461.9	12.5	1.25
57461.9	12.552	1.2552
57462	12.5	1.25
57462.9	12.6	1.26
57463	12.6	1.26
57464	12.6	1.26
57465.8	12.6	1.26
57469	12.863	1.2863
57473.8	12.7	1.27
57475.9	12.6	1.26
57477	12.904	1.2904
57477.9	12.6	1.26
57478	12.6	1.26
57478.8	13.3	1.33
57479	12.6	1.26
57479.9	12.6	1.26
57481.8	12.8	1.28
57482	13.056	1.3056
57483.9	12.9	1.29
57484.8	12.8	1.28
57484.9	12.6	1.26
57485	12.8	1.28
57486.2	13.123	1.3123
57487.9	12.6	1.26
57488.8	12.9	1.29
57488.9	12.7	1.27
57489	12.8	1.28
57489.9	12.8	1.28
57490.8	13.2	1.32
57494.9	12.9	1.29
57495.9	12.9	1.29
57496	12.9	1.29
57496.1	13.134	1.3134
57497.9	13.0	1.3
57498.8	12.946	1.2946
57498.9	13.0	1.3
57501.9	13.0	1.3
57501.9	12.9	1.29
57502.1	13.091	1.3091
57502.9	13.0	1.3
57502.9	12.6	1.26
57503.9	13.0	1.3
57503.9	13.091	1.3091
57504.9	13.0	1.3
57505	12.9	1.29
57505.9	13.0	1.3
57506.9	13.0	1.3
57507.9	12.9	1.29
57508.9	12.9	1.29
57509.9	13.064	1.3064
57509.9	12.9	1.29
57510.9	12.9	1.29
57510.9	12.9	1.29
57510.9	13.0	1.3
57511.9	12.9	1.29
57511.9	12.904	1.2904
57511.9	12.7	1.27
57511.9	12.9	1.29
57512	12.8	1.28
57512.9	12.8	1.28
57513.8	13.3	1.33
57513.8	12.9	1.29
57515.9	12.8	1.28
57516.9	12.9	1.29
57517.1	12.979	1.2979
57522.9	12.7	1.27
57522.9	12.9	1.29
57523.9	12.8	1.28
57524.9	12.758	1.2758
57524.9	12.9	1.29
57528.1	12.872	1.2872
57531	12.8	1.28
57532	12.9	1.29
57538.9	12.8	1.28
57538.9	13.0	1.3
57539.9	12.9	1.29
57539.9	13.0	1.3
57539.9	12.8	1.28
57539.9	12.9	1.29
57540.9	12.9	1.29
57541.9	12.9	1.29
57543.9	12.8	1.28
57544.9	12.8	1.28
57545	12.8	1.28
57545.1	13.5	1.35
57545.8	13.3	1.33
57545.9	13.0	1.3
57545.9	13.5	1.35
57546	12.9	1.29
57547.9	12.8	1.28
57560.1	12.957	1.2957
57561.1	13.018	1.3018
57562.8	13.3	1.33
57567.8	13.0	1.3
57573.8	13.3	1.33
57578.8	12.9	1.29
57666.2	13.0	1.3
57677.1	13.2	1.32
57679.4	13.475	1.3475
57680.2	13.4	1.34
57683.4	13.497	1.3497
57688.2	13.1	1.31
57692.4	13.651	1.3651
57693.2	13.579	1.3579
57693.2	13.4	1.34
57693.4	13.667	1.3667
57695.1	13.5	1.35
57701.2	13.5	1.35
57706.1	13.4	1.34
57708.4	13.534	1.3534
57716.2	13.3	1.33
57722.1	12.7	1.27
57722.2	13.2	1.32
57735.3	13.421	1.3421
57742.2	13.2	1.32
57746.5	13.512	1.3512
57749.1	13.5	1.35
57750.2	13.5	1.35
57751.2	13.5	1.35
57751.2	13.6	1.36
57752.1	13.5	1.35
57753.2	13.5	1.35
57754.5	13.515	1.3515
57758	13.6	1.36
57758.2	13.6	1.36
57758.2	13.628	1.3628
57759	13.7	1.37
57759.9	13.5	1.35
57760	13.7	1.37
57760.2	13.2	1.32
57760.9	13.6	1.36
57769.9	13.5	1.35
57770.4	13.689	1.3689
57771.2	13.6	1.36
57772.2	13.6	1.36
57772.3	13.651	1.3651
57773.2	13.6	1.36
57774.2	13.6	1.36
57775.9	13.7	1.37
57780.9	13.4	1.34
57784.4	13.506	1.3506
57794.4	13.289	1.3289
57798.8	13.2	1.32
57798.8	13.263	1.3263
57800.9	13.4	1.34
57803.1	13.4	1.34
57803.9	13.2	1.32
57804.2	13.363	1.3363
57805.1	13.365	1.3365
57806.2	13.4	1.34
57807.8	13.0	1.3
57807.9	13.5	1.35
57809.2	13.4	1.34
57809.8	13.1	1.31
57810	13.2	1.32
57812.8	13.1	1.31
57813.9	13.0	1.3
57814.1	13.3	1.33
57815.1	13.1	1.31
57815.9	12.9	1.29
57816.2	13.377	1.3377
57819.9	13.4	1.34
57821.1	13.3	1.33
57821.2	13.2	1.32
57821.9	13.45	1.345
57822.1	13.4	1.34
57823.1	13.4	1.34
57825	13.4	1.34
57826.2	13.3	1.33
57826.9	13.4	1.34
57827.1	13.4	1.34
57827.9	13.3	1.33
57828	13.3	1.33
57828.2	13.4	1.34
57828.8	13.2	1.32
57829.1	13.3	1.33
57829.2	13.4	1.34
57829.8	13.2	1.32
57830.1	13.3	1.33
57830.9	13.3	1.33
57831.9	13.2	1.32
57831.9	13.251	1.3251
57832.2	13.281	1.3281
57832.8	13.1	1.31
57832.8	13.5	1.35
57833	13.2	1.32
57835.1	13.2	1.32
57836.9	13.2	1.32
57837	13.2	1.32
57837.9	12.846	1.2846
57838	13.3	1.33
57838.1	13.7	1.37
57838.3	13.206	1.3206
57838.8	13.3	1.33
57838.9	13.2	1.32
57838.9	13.2	1.32
57839	13.2	1.32
57839.8	13.3	1.33
57840.8	13.3	1.33
57840.9	13.451	1.3451
57842.8	13.2	1.32
57842.8	13.2	1.32
57842.9	13.197	1.3197
57843.8	13.2	1.32
57844	13.4	1.34
57844.8	13.1	1.31
57845.1	13.3	1.33
57845.8	13.2	1.32
57845.9	13.552	1.3552
57845.9	13.4	1.34
57846	13.5	1.35
57846	13.3	1.33
57846.9	13.4	1.34
57848	13.4	1.34
57848.9	13.4	1.34
57848.9	13.4	1.34
57849	13.4	1.34
57849.1	13.454	1.3454
57849.9	13.4	1.34
57852.9	13.35	1.335
57852.9	13.388	1.3388
57855	13.4	1.34
57856	13.5	1.35
57856.9	13.2	1.32
57857	13.5	1.35
57857.1	13.427	1.3427
57858.9	13.3	1.33
57858.9	13.4	1.34
57859.9	13.3	1.33
57860.9	13.4	1.34
57861.9	13.3	1.33
57863	13.3	1.33
57863.8	13.4	1.34
57863.9	13.401	1.3401
57865.9	13.4	1.34
57865.9	13.4	1.34
57866.8	13.4	1.34
57866.8	13.1	1.31
57866.9	13.3	1.33
57866.9	13.4	1.34
57867.9	13.3	1.33
57868	13.3	1.33
57868.9	13.3	1.33
57869.9	13.3	1.33
57870	13.423	1.3423
57870.9	13.4	1.34
57874.2	13.355	1.3355
57874.8	13.342	1.3342
57874.9	13.3	1.33
57875	13.5	1.35
57875.9	13.3	1.33
57878.9	13.192	1.3192
57879.9	13.3	1.33
57880.9	13.229	1.3229
57880.9	13.2	1.32
57883	13.1	1.31
57884.1	13.362	1.3362
57886.4	13.4	1.34
57886.9	13.5	1.35
57886.9	13.6	1.36
57887.8	13.4	1.34
57888.8	13.9	1.39
57891.9	13.309	1.3309
57891.9	13.2	1.32
57892.9	13.5	1.35
57894	13.2	1.32
57895.3	13.5	1.35
57895.9	13.4	1.34
57896	13.4	1.34
57896.9	13.4	1.34
57897	13.4	1.34
57897.9	13.4	1.34
57897.9	13.2	1.32
57897.9	14.1	1.41
57898	13.3	1.33
57899	14.1	1.41
57899.1	13.439	1.3439
57899.9	13.4	1.34
57899.9	13.5	1.35
57901	13.5	1.35
57901.3	13.5	1.35
57901.8	13.5	1.35
57901.9	13.4	1.34
57901.9	13.2	1.32
57903.9	13.5	1.35
57907.3	13.4	1.34
57907.9	13.4	1.34
57909.9	13.367	1.3367
57911.9	13.2	1.32
57912.1	13.4	1.34
57916.3	13.4	1.34
57917.9	13.2	1.32
57917.9	13.3	1.33
57918.9	13.4	1.34
57918.9	13.5	1.35
57919.9	13.3	1.33
57919.9	13.4	1.34
57920.9	13.5	1.35
57921.9	13.4	1.34
57922	13.2	1.32
57922.9	13.4	1.34
57923.9	13.3	1.33
57923.9	13.4	1.34
57927.8	13.3	1.33
57929.3	13.55	1.355
57930	13.4	1.34
57930.9	13.2	1.32
57932.9	13.2	1.32
57933.3	13.7	1.37
57935.9	13.3	1.33
57936.9	13.2	1.32
57937.3	13.6	1.36
57938.9	13.5	1.35
57942.3	13.3	1.33
58019.1	13.6	1.36
58039.2	13.3	1.33
58039.2	13.3	1.33
58042.2	13.2	1.32
58044.1	13.0	1.3
58056.2	12.9	1.29
58059.4	13.298	1.3298
58065.4	13.326	1.3326
58071.2	12.9	1.29
58075.2	13.2	1.32
58080.1	12.8	1.28
58084.2	12.9	1.29
58084.4	13.110	1.311
58089.4	12.9	1.29
58094.1	12.9	1.29
58104.3	13.0	1.3
58105.3	13.0	1.3
58107.3	13.0	1.3
58108.3	13.0	1.3
58109.3	13.0	1.3
58110.3	13.0	1.3
58111.3	13.0	1.3
58111.3	13.023	1.3023
58112.9	12.8	1.28
58122.9	13.0	1.3
58123.4	12.974	1.2974
58133.1	13.1	1.31
58134	12.7	1.27
58137	12.8	1.28
58137	13.3	1.33
58137.4	13.050	1.305
58138.4	12.991	1.2991
58140	12.8	1.28
58145.4	12.9	1.29
58147.2	12.9	1.29
58148.1	12.8	1.28
58148.2	12.9	1.29
58157	12.8	1.28
58158	12.8	1.28
58158.9	13.0	1.3
58159.1	13.3	1.33
58160	12.8	1.28
58163.1	13.1	1.31
58163.9	12.9	1.29
58165.1	13.3	1.33
58165.2	12.825	1.2825
58165.8	13.0	1.3
58166.3	12.867	1.2867
58167.7	13.2	1.32
58168.3	12.962	1.2962
58170.9	12.901	1.2901
58170.9	12.564	1.2564
58170.9	12.8	1.28
58171.2	12.9	1.29
58172	13.3	1.33
58172.1	12.9	1.29
58172.2	12.9	1.29
58173.1	12.9	1.29
58173.8	12.9	1.29
58174	13.5	1.35
58174.2	12.9	1.29
58174.9	13.2	1.32
58175.9	13.0	1.3
58179.1	13.276	1.3276
58180.3	13.265	1.3265
58185	12.8	1.28
58185.1	13.3	1.33
58189.8	12.9	1.29
58189.8	13.1	1.31
58190.3	13.273	1.3273
58190.9	12.9	1.29
58191	13.1	1.31
58191.8	13.0	1.3
58198.1	13.2	1.32
58198.8	13.0	1.3
58199.2	13.0	1.3
58199.9	13.057	1.3057
58205.2	13.191	1.3191
58208.9	13.131	1.3131
58212.9	13.1	1.31
58212.9	13.1	1.31
58213.1	13.174	1.3174
58214.8	13.1	1.31
58216.8	13.1	1.31
58216.9	13.0	1.3
58217.8	13.3	1.33
58220.2	13.167	1.3167
58221.2	13.128	1.3128
58222.2	13.125	1.3125
58222.9	13.2	1.32
58222.9	13.3	1.33
58222.9	13.4	1.34
58223.1	13.084	1.3084
58223.9	13.2	1.32
58224.9	13.3	1.33
58224.9	13.159	1.3159
58225.9	12.953	1.2953
58225.9	13.3	1.33
58226.9	13.3	1.33
58227	13.2	1.32
58227	13.3	1.33
58227.9	13.3	1.33
58228	13.2	1.32
58228.9	13.3	1.33
58229	13.3	1.33
58230.9	13.3	1.33
58238.2	12.993	1.2993
58238.9	13.1	1.31
58239	13.2	1.32
58239.2	12.955	1.2955
58240.1	12.982	1.2982
58241	13.1	1.31
58241.1	12.912	1.2912
58241.9	12.9	1.29
58242.9	13.1	1.31
58242.9	13.1	1.31
58243	13.3	1.33
58243.2	12.894	1.2894
58243.8	12.815	1.2815
58243.9	13.0	1.3
58243.9	12.9	1.29
58244	13.0	1.3
58244.8	13.3	1.33
58244.9	13.0	1.3
58244.9	13.0	1.3
58245.9	13.0	1.3
58245.9	12.9	1.29
58246.9	13.0	1.3
58246.9	13.0	1.3
58247	13.1	1.31
58247.9	13.0	1.3
58248.9	13.0	1.3
58248.9	13.0	1.3
58248.9	13.2	1.32
58249.9	13.1	1.31
58249.9	13.1	1.31
58250.9	13.0	1.3
58252	13.1	1.31
58252.9	13.0	1.3
58252.9	13.2	1.32
58253	13.1	1.31
58253.9	13.1	1.31
58253.9	13.2	1.32
58254	13.1	1.31
58254	13.1	1.31
58255	13.1	1.31
58256	13.1	1.31
58258	13.2	1.32
58258.9	13.2	1.32
58259.9	13.2	1.32
58260.9	13.1	1.31
58260.9	13.1	1.31
58269.9	13.5	1.35
58269.9	13.2	1.32
58271.9	13.5	1.35
58272.9	13.5	1.35
58273	13.4	1.34
58275	13.5	1.35
58276	13.5	1.35
58278.9	13.2	1.32
58279.9	13.4	1.34
58280	13.5	1.35
58284	13.5	1.35
58285.1	14.0	1.4
58285.8	13.3	1.33
58291	13.6	1.36
58292	13.6	1.36
58294	13.5	1.35
58296	13.3	1.33
58300.8	13.3	1.33
58330.9	13.4	1.34
58397.1	13.9	1.39
58400.2	12.8	1.28
58407.2	13.5	1.35
58407.4	13.449	1.3449
58413.2	13.2	1.32
58424.2	13.5	1.35
58429.2	13.3	1.33
58430.4	13.0	1.3
58433.2	13.3	1.33
58440.1	13.0	1.3
58443.2	13.3	1.33
